"county","office","district","party","candidate","votes"
"BERKELEY","U.S. House",1,"DEM","Ben Frasier",134
"CHARLESTON","U.S. House",1,"DEM","Ben Frasier",640
"DORCHESTER","U.S. House",1,"DEM","Ben Frasier",76
"GEORGETOWN","U.S. House",1,"DEM","Ben Frasier",219
"HORRY","U.S. House",1,"DEM","Ben Frasier",266
"BERKELEY","U.S. House",1,"DEM","Randy Maatta",63
"CHARLESTON","U.S. House",1,"DEM","Randy Maatta",874
"DORCHESTER","U.S. House",1,"DEM","Randy Maatta",157
"GEORGETOWN","U.S. House",1,"DEM","Randy Maatta",250
"HORRY","U.S. House",1,"DEM","Randy Maatta",360
"DARLINGTON","State House",62,"DEM","Gabriella Dottie Mack White",626
"FLORENCE","State House",62,"DEM","Gabriella Dottie Mack White",170
"DARLINGTON","State House",62,"DEM","Robert Williams",729
"FLORENCE","State House",62,"DEM","Robert Williams",155
